timestamp,event_type,yolo_class,yolo_confidence,mobilenet_class,mobilenet_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,target_type,payload_type,is_target,inference_time_ms,fps,device,frame_number
2025-10-10 20:05:38,classifier_init,,,,,,,,,,,,,,,,cpu,
2025-10-10T20:05:38.534760,classification_result,person,0.9187389016151428,mannequin,0.5160369277000427,74,152,634,480,354.0,316.0,mannequin,water_bottle,True,50.0,0,cpu,2
2025-10-10T20:05:38.535725,payload_trigger,,,,0.5160369277000427,,,,,354.0,316.0,mannequin,water_bottle,True,,0,,2
2025-10-10T20:05:38.568858,classification_result,person,0.9187389016151428,mannequin,0.5160369277000427,74,152,634,480,354.0,316.0,mannequin,water_bottle,True,50.0,0,cpu,3
2025-10-10T20:05:38.570048,payload_trigger,,,,0.5160369277000427,,,,,354.0,316.0,mannequin,water_bottle,True,,0,,3
2025-10-10T20:05:38.628458,classification_result,person,0.919276237487793,mannequin,0.521943211555481,81,152,637,480,359.0,316.0,mannequin,water_bottle,True,50.0,0,cpu,4
2025-10-10T20:05:38.629511,payload_trigger,,,,0.521943211555481,,,,,359.0,316.0,mannequin,water_bottle,True,,0,,4
2025-10-10T20:05:38.650617,classification_result,person,0.919276237487793,mannequin,0.521943211555481,81,152,637,480,359.0,316.0,mannequin,water_bottle,True,50.0,0,cpu,5
2025-10-10T20:05:38.651505,payload_trigger,,,,0.521943211555481,,,,,359.0,316.0,mannequin,water_bottle,True,,0,,5
2025-10-10T20:05:38.770327,classification_result,person,0.9222729206085205,mannequin,0.5016207098960876,95,144,640,479,367.5,311.5,mannequin,water_bottle,True,50.0,0,cpu,6
2025-10-10T20:05:38.771852,payload_trigger,,,,0.5016207098960876,,,,,367.5,311.5,mannequin,water_bottle,True,,0,,6
2025-10-10T20:05:38.806969,classification_result,person,0.9222729206085205,mannequin,0.5016207098960876,95,144,640,479,367.5,311.5,mannequin,water_bottle,True,50.0,0,cpu,7
2025-10-10T20:05:38.808231,payload_trigger,,,,0.5016207098960876,,,,,367.5,311.5,mannequin,water_bottle,True,,0,,7
2025-10-10T20:05:38.944183,classification_result,person,0.9244711995124817,mannequin,0.5187358260154724,97,146,640,479,368.5,312.5,mannequin,water_bottle,True,50.0,0,cpu,8
2025-10-10T20:05:38.945463,payload_trigger,,,,0.5187358260154724,,,,,368.5,312.5,mannequin,water_bottle,True,,0,,8
2025-10-10T20:05:39.008188,classification_result,person,0.9244711995124817,mannequin,0.5187358260154724,97,146,640,479,368.5,312.5,mannequin,water_bottle,True,50.0,0,cpu,9
