timestamp,event_type,yolo_class,yolo_confidence,mobilenet_class,mobilenet_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,target_type,payload_type,is_target,inference_time_ms,fps,device,frame_number
2025-10-10 19:52:42,classifier_init,,,,,,,,,,,,,,,,cpu,
2025-10-10T19:52:42.570315,classification_result,person,0.9252709150314331,tent,0.39778217673301697,26,149,555,479,290.5,314.0,tent,beacon,False,50.0,0,cpu,2
2025-10-10T19:52:42.608431,classification_result,person,0.9252709150314331,tent,0.39778217673301697,26,149,555,479,290.5,314.0,tent,beacon,False,50.0,0,cpu,3
2025-10-10T19:52:42.660912,classification_result,person,0.9244158864021301,tent,0.39073294401168823,26,148,553,478,289.5,313.0,tent,beacon,False,50.0,0,cpu,4
2025-10-10T19:52:42.676705,classification_result,person,0.9244158864021301,tent,0.39073294401168823,26,148,553,478,289.5,313.0,tent,beacon,False,50.0,0,cpu,5
2025-10-10T19:52:42.728402,classification_result,person,0.924677312374115,tent,0.3992578685283661,25,149,555,479,290.0,314.0,tent,beacon,False,50.0,0,cpu,6
2025-10-10T19:52:42.794017,classification_result,person,0.924677312374115,tent,0.3992578685283661,25,149,555,479,290.0,314.0,tent,beacon,False,50.0,0,cpu,7
2025-10-10T19:52:42.930006,classification_result,person,0.9239382147789001,tent,0.3863515257835388,25,149,553,479,289.0,314.0,tent,beacon,False,50.0,0,cpu,8
2025-10-10T19:52:42.993780,classification_result,person,0.9239382147789001,tent,0.3863515257835388,25,149,553,479,289.0,314.0,tent,beacon,False,50.0,0,cpu,9
2025-10-10T19:52:43.136211,classification_result,person,0.9255597591400146,tent,0.3863770067691803,26,148,551,478,288.5,313.0,tent,beacon,False,50.0,0,cpu,10
2025-10-10T19:52:43.195124,classification_result,person,0.9255597591400146,tent,0.3863770067691803,26,148,551,478,288.5,313.0,tent,beacon,False,50.0,0,cpu,11
2025-10-10T19:52:43.333900,classification_result,person,0.9244576096534729,tent,0.39350876212120056,26,149,550,478,288.0,313.5,tent,beacon,False,50.0,0,cpu,12
2025-10-10T19:52:43.389807,classification_result,person,0.9244576096534729,tent,0.39350876212120056,26,149,550,478,288.0,313.5,tent,beacon,False,50.0,0,cpu,13
2025-10-10T19:52:43.527061,classification_result,person,0.9261866807937622,tent,0.4088962972164154,26,149,550,478,288.0,313.5,tent,beacon,False,50.0,0,cpu,14
2025-10-10T19:52:43.591822,classification_result,person,0.9261866807937622,tent,0.4088962972164154,26,149,550,478,288.0,313.5,tent,beacon,False,50.0,0,cpu,15
2025-10-10T19:52:43.735582,classification_result,person,0.9259151816368103,tent,0.4121571481227875,26,150,551,478,288.5,314.0,tent,beacon,False,50.0,0,cpu,16
2025-10-10T19:52:43.791308,classification_result,person,0.9259151816368103,tent,0.4121571481227875,26,150,551,478,288.5,314.0,tent,beacon,False,50.0,0,cpu,17
2025-10-10T19:52:43.934062,classification_result,person,0.9268056750297546,tent,0.41456297039985657,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,18
2025-10-10T19:52:43.990252,classification_result,person,0.9268056750297546,tent,0.41456297039985657,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,19
2025-10-10T19:52:44.131645,classification_result,person,0.9302420020103455,tent,0.4211900532245636,28,150,554,478,291.0,314.0,tent,beacon,False,50.0,0,cpu,20
2025-10-10T19:52:44.184426,classification_result,person,0.9302420020103455,tent,0.4211900532245636,28,150,554,478,291.0,314.0,tent,beacon,False,50.0,0,cpu,21
2025-10-10T19:52:44.307991,classification_result,person,0.9303569197654724,tent,0.40881332755088806,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,22
2025-10-10T19:52:44.370078,classification_result,person,0.9303569197654724,tent,0.40881332755088806,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,23
2025-10-10T19:52:44.510360,classification_result,person,0.9318544864654541,tent,0.396356463432312,28,150,554,478,291.0,314.0,tent,beacon,False,50.0,0,cpu,24
2025-10-10T19:52:44.581328,classification_result,person,0.9318544864654541,tent,0.396356463432312,28,150,554,478,291.0,314.0,tent,beacon,False,50.0,0,cpu,25
2025-10-10T19:52:44.710978,classification_result,person,0.9305734634399414,tent,0.4004601240158081,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,26
2025-10-10T19:52:44.779701,classification_result,person,0.9305734634399414,tent,0.4004601240158081,28,150,555,478,291.5,314.0,tent,beacon,False,50.0,0,cpu,27
2025-10-10T19:52:44.909736,classification_result,person,0.9312537312507629,tent,0.4351910948753357,28,148,555,478,291.5,313.0,tent,beacon,False,50.0,0,cpu,28
