timestamp,event_type,yolo_class,yolo_confidence,mobilenet_class,mobilenet_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,target_type,payload_type,is_target,inference_time_ms,fps,device,frame_number
2025-10-10 21:59:49,classifier_init,,,,,,,,,,,,,,,,cpu,
2025-10-10T21:59:49.652222,classification_result,person,0.706652820110321,tent,0.4154052436351776,181,279,571,480,376.0,379.5,tent,beacon,True,50.0,0,cpu,2
2025-10-10T21:59:49.652794,payload_trigger,,,,0.4154052436351776,,,,,376.0,379.5,tent,beacon,True,,0,,2
2025-10-10T21:59:49.674261,classification_result,person,0.706652820110321,tent,0.4154052436351776,181,279,571,480,376.0,379.5,tent,beacon,True,50.0,0,cpu,3
2025-10-10T21:59:49.674770,payload_trigger,,,,0.4154052436351776,,,,,376.0,379.5,tent,beacon,True,,0,,3
2025-10-10T21:59:49.699383,classification_result,person,0.7005170583724976,tent,0.386711448431015,182,279,566,480,374.0,379.5,tent,beacon,True,50.0,0,cpu,4
2025-10-10T21:59:49.699796,payload_trigger,,,,0.386711448431015,,,,,374.0,379.5,tent,beacon,True,,0,,4
2025-10-10T21:59:49.780204,classification_result,person,0.7005170583724976,tent,0.386711448431015,182,279,566,480,374.0,379.5,tent,beacon,True,50.0,0,cpu,5
2025-10-10T21:59:49.780908,payload_trigger,,,,0.386711448431015,,,,,374.0,379.5,tent,beacon,True,,0,,5
2025-10-10T21:59:49.910199,classification_result,person,0.7180322408676147,tent,0.4141070544719696,182,279,563,480,372.5,379.5,tent,beacon,True,50.0,0,cpu,6
2025-10-10T21:59:49.910781,payload_trigger,,,,0.4141070544719696,,,,,372.5,379.5,tent,beacon,True,,0,,6
2025-10-10T21:59:49.984667,classification_result,person,0.7180322408676147,tent,0.4141070544719696,182,279,563,480,372.5,379.5,tent,beacon,True,50.0,0,cpu,7
2025-10-10T21:59:49.985569,payload_trigger,,,,0.4141070544719696,,,,,372.5,379.5,tent,beacon,True,,0,,7
2025-10-10T21:59:50.107232,classification_result,person,0.7100756764411926,tent,0.4149188697338104,181,279,569,480,375.0,379.5,tent,beacon,True,50.0,0,cpu,8
2025-10-10T21:59:50.107795,payload_trigger,,,,0.4149188697338104,,,,,375.0,379.5,tent,beacon,True,,0,,8
2025-10-10T21:59:50.177910,classification_result,person,0.7100756764411926,tent,0.4149188697338104,181,279,569,480,375.0,379.5,tent,beacon,True,50.0,0,cpu,9
2025-10-10T21:59:50.178654,payload_trigger,,,,0.4149188697338104,,,,,375.0,379.5,tent,beacon,True,,0,,9
2025-10-10T21:59:50.304625,classification_result,person,0.7355533838272095,tent,0.4157796800136566,181,279,574,480,377.5,379.5,tent,beacon,True,50.0,0,cpu,10
2025-10-10T21:59:50.305142,payload_trigger,,,,0.4157796800136566,,,,,377.5,379.5,tent,beacon,True,,0,,10
2025-10-10T21:59:50.378061,classification_result,person,0.7355533838272095,tent,0.4157796800136566,181,279,574,480,377.5,379.5,tent,beacon,True,50.0,0,cpu,11
2025-10-10T21:59:50.378822,payload_trigger,,,,0.4157796800136566,,,,,377.5,379.5,tent,beacon,True,,0,,11
2025-10-10T21:59:50.503835,classification_result,person,0.783422589302063,tent,0.4068143963813782,181,262,584,479,382.5,370.5,tent,beacon,True,50.0,0,cpu,12
2025-10-10T21:59:50.504392,payload_trigger,,,,0.4068143963813782,,,,,382.5,370.5,tent,beacon,True,,0,,12
